Source,Publication Date,Title,finbert_compound,finbert_positive,finbert_negative,finbert_neutral
Telegraph,2023-01-10,This squeeze is bad enough without messing with the inflation target,0.4873605966567993,0.5208615064620972,0.03350090608000755,0.4456375539302826
Telegraph,2023-01-10,Waitrose was a middle-class favourite – but it now risks becoming irrelevant,-0.05400891602039337,0.19121244549751282,0.2452213615179062,0.5635661482810974
Telegraph,2023-01-09,"Britain’s shrinking workforce risks prolonging inflation, warns Bank of England",0.07175714522600174,0.48324108123779297,0.4114839434623718,0.10527493804693222
Telegraph,2023-01-07,"Rishi Sunak more trusted by public on the economy than Keir Starmer, poll shows",-0.20442867279052734,0.04030321538448334,0.24473188817501068,0.7149648666381836
Telegraph,2023-01-05,"Inflation crisis is coming to an end, says Next boss",0.08040127903223038,0.10852234810590744,0.02812108024954796,0.8633565306663513
Telegraph,2023-01-04,Crispin Odey’s hedge fund enjoys record year thanks to bet on inflation,0.004427890758961439,0.01621074788272381,0.011782856658101082,0.9720064401626587
Telegraph,2023-01-04,Households ramp up credit card debt as spiralling inflation batters finances,0.011868436820805073,0.029327716678380966,0.017459280788898468,0.9532129764556885
Telegraph,2023-01-04,Rishi Sunak's ex-boss at Indian restaurant puts business into liquidation,0.8152238130569458,0.8707456588745117,0.05552190914750099,0.073732390999794
Telegraph,2023-01-02,‘Why I’m emigrating from zero-growth Britain’,0.5348804593086243,0.5794122219085693,0.04453173652291298,0.376056045293808
Telegraph,2023-01-01,Pay rises must slow before the Bank can reduce interest rates,0.030185818672180176,0.04164643585681915,0.011460617184638977,0.9468929767608643
Telegraph,2022-12-30,Supermarket squeeze: How choice was lost while prices rose in 2022,-0.23128068447113037,0.3311600089073181,0.5624406933784485,0.1063992902636528
Telegraph,2022-12-23,Defence spending to rise by more than a billion in victory for Ben Wallace,-0.5784063339233398,0.20241212844848633,0.7808184027671814,0.01676940731704235
Telegraph,2022-12-21,Wealthy pensioners receive £250 more than workers to help with energy bills,0.219219371676445,0.577610969543457,0.3583916127681732,0.06399736553430557
Telegraph,2022-12-16,The gold price has been volatile – but here’s why investors should stick with it,0.48605918884277344,0.5233497619628906,0.03729056939482689,0.4393596649169922
Telegraph,2022-12-15,Nurses’ demands have no easy answers,0.054253678768873215,0.0882306769490242,0.033977001905441284,0.8777922987937927
Telegraph,2022-12-15,Andrew Bailey splits with Europe and US by suggesting inflation has peaked,0.01030750758945942,0.0306942630559206,0.02038675546646118,0.9489189982414246
Telegraph,2022-12-15,Strikers’ pay demands are even more crazy with inflation falling,-0.030597643926739693,0.02737354300916195,0.05797118693590164,0.9146552681922913
Telegraph,2022-12-14,Inflation may have peaked – but families still face months more pain,0.09053584933280945,0.4480462968349457,0.35751044750213623,0.19444328546524048
Telegraph,2022-12-14,Why inflation is no longer an answer to crippling Government debt,0.5369493961334229,0.5721595883369446,0.03521018475294113,0.3926302492618561
Telegraph,2022-12-14,Why savers have to act fast to best protect their cash from inflation,0.02794090285897255,0.08133310824632645,0.0533922053873539,0.8652746677398682
Telegraph,2022-12-12,"‘No growth’ becoming the norm, Chancellor warned, as real wages suffer biggest drop since 1977",-0.10503005981445312,0.022333864122629166,0.127363920211792,0.8503022193908691
Telegraph,2022-12-11,Four-way split on rates looms at Bank of England as strikes stoke downturn,0.012833606451749802,0.023760655894875526,0.0109270503744483,0.9653122425079346
Telegraph,2022-12-11,"Christmas is a moment for thought, rest and reflection – not conspicuous consumption",0.010760242119431496,0.029994145035743713,0.019233902916312218,0.9507719874382019
Telegraph,2022-12-11,Interest rates will have to climb far higher than most people think - here’s why,0.013117201626300812,0.030407266691327095,0.017290065065026283,0.9523026943206787
Telegraph,2022-12-09,Three chickens instead of a turkey: Ten ways to hack Christmas 2022,-0.8850970268249512,0.05179872363805771,0.9368956685066223,0.011305549181997776
Telegraph,2022-12-07,Winter of discontent spells electoral disaster for the Tories,0.0758507177233696,0.09892965108156204,0.02307894080877304,0.8779913783073425
Telegraph,2022-12-04,Investors should buy this bargain while everyone else worries about interest rates,0.5936641097068787,0.6605588793754578,0.0668947622179985,0.2725463807582855
Telegraph,2022-12-03,True cost of HS2 to soar by tens of billions of pounds because of inflation,0.8744444251060486,0.9177352786064148,0.04329083859920502,0.03897392749786377
Telegraph,2022-12-02,Covid hero-worship has left Britain at the mercy of trade union barons,-0.591025710105896,0.18091896176338196,0.7719446420669556,0.047136347740888596
Telegraph,2022-12-02,Resist any temptation to give up on income trusts as interest rates rise,0.03662198409438133,0.047946881502866745,0.011324899271130562,0.9407281875610352
Telegraph,2022-12-01,Joe Biden backs down after Emmanuel Macron attacks ‘very aggressive’ green energy plans,0.008677272126078606,0.018637776374816895,0.009960504248738289,0.9714017510414124
Telegraph,2022-11-30,UK food prices soar to a new record high,0.15786409378051758,0.17581959068775177,0.017955508083105087,0.8062248826026917
Telegraph,2022-11-29,The falling dollar can rescue the world’s economies from recession – even the UK’s,0.07740778475999832,0.17973017692565918,0.10232239216566086,0.7179474234580994
Telegraph,2022-11-28,'Why not take your fleet from Persian Gulf?' How Iran journalists took over USA's press conference,0.29066377878189087,0.31223729252815247,0.021573500707745552,0.6661891937255859
Telegraph,2022-11-25,"As union militants mobilise, Rishi Sunak has little time to avoid the same fate as Ted Heath",0.07180344313383102,0.09483777731657028,0.02303433232009411,0.8821279406547546
Telegraph,2022-11-25,Here’s how to get early retirees back to work,0.23190975189208984,0.28870394825935364,0.056794196367263794,0.6545019149780273
Telegraph,2022-11-25,Our ‘mini’ Wealth Preserver portfolio is six months old – here’s how it has performed,0.03462224826216698,0.0538618229329586,0.019239578396081924,0.9268985390663147
Telegraph,2022-11-22,Tory rebels will regret wishing for a spell in opposition,-0.06785186380147934,0.026259709149599075,0.09411156177520752,0.8796286582946777
Telegraph,2022-11-22,M&S and Morrisons ration eggs as farmers warn shortage could last for six months,0.0016914457082748413,0.031682148575782776,0.029990702867507935,0.9383271336555481
Telegraph,2022-11-21,The Tories are still doing nothing about inflation,0.1859784573316574,0.3200155198574066,0.1340370625257492,0.5459474325180054
Telegraph,2022-11-21,Don’t blame Brexit for our economic woes,0.18938377499580383,0.35026514530181885,0.16088137030601501,0.48885345458984375
Telegraph,2022-11-20,Pensioners escape Jeremy Hunt's 'difficult decisions' as young people face lost decade of growth,0.046049878001213074,0.07151684165000916,0.02546696551144123,0.903016209602356
Telegraph,2022-11-17,Benefits to rise with inflation – at a cost of £11bn to the taxpayer,0.790693998336792,0.8651334047317505,0.07443946599960327,0.06042707338929176
Telegraph,2022-11-17,"It’s grim right now, but 2023 is already looking brighter for investors",-0.2716403305530548,0.1738913208246231,0.4455316960811615,0.38057705760002136
Telegraph,2022-11-17,Scotland risks budget overspend as SNP ‘gets its spending priorities wrong’,0.012525761500000954,0.03033505566418171,0.017809294164180756,0.9518556594848633
Telegraph,2022-11-17,Peak inflation is close – but the descent will be painful,0.22122463583946228,0.3044824004173279,0.0832577645778656,0.6122598648071289
Telegraph,2022-11-16,"Average saver will lose £2,000 to inflation this year",0.1572369635105133,0.2587777376174927,0.10154078155755997,0.6396815180778503
Telegraph,2022-11-16,Energy prices drive inflation to 41-year high,0.016818970441818237,0.03277437761425972,0.015955407172441483,0.9512702226638794
Telegraph,2022-11-15,"Rising diesel prices risk further pressure on inflation, IEA warns",0.020036324858665466,0.03400501608848572,0.013968692161142826,0.9520262479782104
Telegraph,2022-11-15,Cost of household favourites rising six times faster than inflation,-0.8710677623748779,0.052548959851264954,0.9236166477203369,0.023834366351366043
Telegraph,2022-11-15,Co-ordinated strikes by NHS staff could bring hospitals to standstill,0.1561325043439865,0.17994637787342072,0.023813892155885696,0.7962396740913391
Telegraph,2022-11-11,There’s no point in starting a business in high-tax Britain,0.2772151827812195,0.33237311244010925,0.05515791475772858,0.6124690175056458
Telegraph,2022-11-11,Four million more to pay higher rate income tax under Jeremy Hunt,0.012715878896415234,0.032693564891815186,0.019977686926722527,0.9473286867141724
Telegraph,2022-11-10,Stocks and pound surge after surprise drop in US inflation,-0.8111963272094727,0.018886076286435127,0.8300824165344238,0.1510314792394638
Telegraph,2022-11-10,"Nurses may be seen as heroes, but the RCN’s call for a 17.6 per cent pay increase will not play well",-0.8044424653053284,0.034256480634212494,0.8386989235877991,0.12704463303089142
Telegraph,2022-11-08,Bank of England blames early retirement for surging inflation,0.06924793124198914,0.08718779683113098,0.017939861863851547,0.8948723673820496
Telegraph,2022-11-06,Inflation ‘miscalculation’ threatens to derail Joe Biden’s midterms,0.012804688885807991,0.04013333469629288,0.027328645810484886,0.9325379729270935
Telegraph,2022-11-04,Pensioners to be denied another bumper triple lock boost,-0.38031262159347534,0.2750999927520752,0.6554126143455505,0.06948742270469666
Telegraph,2022-11-03,When will the Bank of England answer for its monumental errors?,0.09347445517778397,0.11383485049009323,0.020360397174954414,0.8658047318458557
Telegraph,2022-11-02,Joe Biden criticised after 'taking credit for' soaring inflation,0.11150706559419632,0.21459180116653442,0.1030847430229187,0.6823233962059021
Telegraph,2022-10-31,Eurozone inflation soars to highest level on record,0.6025775074958801,0.648914635181427,0.046337176114320755,0.3047481179237366
Telegraph,2022-10-30,Michael Gove under fire for suggesting struggling renters could receive cash support,0.252063125371933,0.27713876962661743,0.02507566288113594,0.697785496711731
Telegraph,2022-10-30,Nothing will stop a further punishing rise in interest rates,-0.154513418674469,0.1052921935915947,0.2598056197166443,0.6349022388458252
Telegraph,2022-10-30,Thousands of divorcees forced to hand over 10pc more as inflation soars,-0.07322531193494797,0.027929266914725304,0.10115458071231842,0.8709161877632141
Telegraph,2022-10-29,Defence budget on course for £2.5 billion-a-year cut amid soaring inflation,0.013507706113159657,0.04934544861316681,0.03583774343132973,0.9148167371749878
Telegraph,2022-10-29,With inflation raging Bitcoin looks more valuable than ever,0.2720637023448944,0.31851258873939514,0.046448878943920135,0.6350384950637817
Telegraph,2022-10-27,Where rents are rising faster than inflation,-0.004129685461521149,0.1124390959739685,0.11656878143548965,0.7709921598434448
Telegraph,2022-10-26,Made.com comes apart at the seams as inflation drives sofa retailer to the brink,0.019163599237799644,0.027409976348280907,0.008246378973126411,0.9643436074256897
Telegraph,2022-10-26,The black sheep of the EU head for crisis as Brussels cuts off lifelines,0.011350268498063087,0.03472207486629486,0.023371806368231773,0.9419060945510864
Telegraph,2022-10-25,Apple to hit streaming service users with inflation-busting price rise,-0.4941960871219635,0.2168491780757904,0.7110452651977539,0.0721055120229721
Telegraph,2022-10-24,Surging inflation triggers biggest wave of profit warnings since financial crisis,0.09521400183439255,0.1787329465150833,0.08351894468069077,0.7377481460571289
Telegraph,2022-10-23,Inflation sparks a new era of pensions inequality,0.4230559468269348,0.6847177743911743,0.2616618275642395,0.053620390594005585
Telegraph,2022-10-21,Beating inflation is the priority but we need a leader who embraces freedom and free enterprise,0.009504416026175022,0.02025635913014412,0.010751942172646523,0.968991756439209
Telegraph,2022-10-20,"Brace for 15pc inflation without energy bailout, economists warn",0.44029492139816284,0.4995693564414978,0.059274446219205856,0.44115620851516724
Telegraph,2022-10-20,What is the triple lock on state pensions and how does it affect me?,-0.015792982652783394,0.18514388799667358,0.20093686878681183,0.613919198513031
Telegraph,2022-10-20,How the triple-lock made a generation of pensioners more dependent on the state,-0.7959235906600952,0.060229696333408356,0.8561533093452454,0.08361697196960449
Telegraph,2022-10-19,How your favourite foods are 40pc more expensive,0.13541223108768463,0.2360822558403015,0.10067003220319748,0.6632476449012756
Telegraph,2022-10-19,Triple lock pension pledge will cost Treasury £11bn as inflation hits 10.1pc,-0.4906497299671173,0.10426929593086243,0.5949190258979797,0.30081167817115784
Telegraph,2022-10-19,"‘Necessary pain’ required to tackle ‘very persistent’ inflation, warns Fed official",0.4223537743091583,0.6691669821739197,0.24681320786476135,0.08401980251073837
Telegraph,2022-10-19,"I’m a fighter not a quitter, says Liz Truss as she vows to keep pensions triple lock",0.19990652799606323,0.35242387652397156,0.15251731872558594,0.4950588643550873
Telegraph,2022-10-19,Pensioners in line for biggest pay rise on record – after Liz Truss confirmed triple lock,0.7236098647117615,0.7615845799446106,0.03797469288110733,0.20044071972370148
Telegraph,2022-10-19,"Abandoning state pension triple lock would cost retirees £12,000",-0.04782579094171524,0.06727928668260574,0.11510507762432098,0.8176156282424927
Telegraph,2022-10-19,Cash savings being ‘eaten alive’ by record-high inflation,0.5029207468032837,0.5954675078392029,0.09254678338766098,0.31198570132255554
Telegraph,2022-10-19,"Soaring inflation has returned John Lewis to the 1970s, warns Sharon White",-0.1994381994009018,0.1914132982492447,0.3908514976501465,0.41773521900177
Telegraph,2022-10-19,Wednesday morning news briefing: Inflation accelerates to double digits,-0.005817022640258074,0.032550472766160965,0.03836749494075775,0.9290819764137268
Telegraph,2022-10-18,"Liz Truss may abandon pensions triple lock, leaving millions out of pocket",0.24258334934711456,0.43410730361938477,0.1915239542722702,0.37436872720718384
Telegraph,2022-10-18,Liz Truss ‘not making any commitments’ over pension ‘triple lock’,0.2988754212856293,0.5167476534843445,0.2178722321987152,0.2653801441192627
Telegraph,2022-10-14,Schools face new year closures as biggest teaching union backs vote on strike action,0.43081626296043396,0.4797932803630829,0.04897701367735863,0.4712297022342682
Telegraph,2022-10-14,IMF takes fresh swipe at Truss's botched tax cuts,0.056023117154836655,0.07904347032308578,0.02302035316824913,0.897936224937439
Telegraph,2022-10-14,Why protecting your pension from inflation could be a disaster,-0.1265287697315216,0.02732034958899021,0.15384912490844727,0.8188305497169495
Telegraph,2022-10-14,We've lost 35pc on our inflation-linked bonds – here's what we're doing next,0.1007101982831955,0.19115054607391357,0.09044035524129868,0.7184090614318848
Telegraph,2022-10-13,US inflation hits highest since 1982 as mortgage rates reach 30-year peak,-0.3228355646133423,0.07467513531446457,0.39751070737838745,0.5278142094612122
Telegraph,2022-10-12,IMF calls for austerity to tackle inflation,0.5553334355354309,0.6538906097412109,0.0985572412610054,0.24755209684371948
Telegraph,2022-10-11,Liz Truss faces growing Cabinet rebellion over plan to cut benefits,0.18031570315361023,0.20043136179447174,0.020115673542022705,0.779452919960022
Telegraph,2022-10-11,"Kwarteng’s mini-Budget will boost economic growth in Britain, admits IMF",0.012039199471473694,0.055152177810668945,0.04311297833919525,0.9017348289489746
Telegraph,2022-10-11,"US heading for recession within months, warns JPMorgan chief",-0.011480279266834259,0.08174461126327515,0.0932248905301094,0.825030505657196
Telegraph,2022-10-11,Over 33pc of businesses to plan inflation-matching pay rises,-0.13870203495025635,0.09489242732524872,0.23359446227550507,0.6715131402015686
Telegraph,2022-10-10,"Benefits must go up in line with inflation, Sajid Javid tells Liz Truss",0.14505405724048615,0.20083163678646088,0.05577760189771652,0.743390679359436
Telegraph,2022-10-10,Savings war intensifies as 4.31pc bond launches,0.4553688168525696,0.6936948895454407,0.2383260726928711,0.06797906011343002
Telegraph,2022-10-10,50 pubs closing every month as inflation crisis bites,0.2227204144001007,0.26844146847724915,0.045721061527729034,0.6858375072479248
Telegraph,2022-10-09,Liz Truss ‘ready to listen’ to Tory critics over benefit payments,0.13943810760974884,0.17224249243736267,0.03280438855290413,0.7949531674385071
Telegraph,2022-10-08,Topless Tony Adams to avoid red card on Strictly's Movie Week,0.8350464105606079,0.8802414536476135,0.04519502818584442,0.07456348836421967
Telegraph,2022-10-08,The country where 25pc inflation is a ‘low price to pay’ to see off Russia,0.021192360669374466,0.03020004741847515,0.00900768581777811,0.9607922434806824
Telegraph,2022-10-07,Property sales collapse at fastest rate since pandemic,0.023491131141781807,0.04623955488204956,0.022748425602912903,0.931011974811554
Telegraph,2022-10-06,Politics latest news: Keir Starmer issues challenge to Liz Truss with call for benefits to rise with inflation,-0.06704101711511612,0.07843872159719467,0.1454797387123108,0.7760815620422363
Telegraph,2022-10-06,"Truss-style tax cuts risk stoking inflation, warns IMF",0.062301237136125565,0.1891433447599411,0.12684211134910583,0.6840144991874695
Telegraph,2022-10-06,What Truss could save by linking benefits to pay instead of soaring inflation,0.5363240242004395,0.6598089933395386,0.12348499894142151,0.21670597791671753
Telegraph,2022-10-05,'Hard workers will not welcome a policy which gives those on benefits a higher rise than them',0.11038654297590256,0.1357717663049698,0.025385228917002678,0.8388429880142212
Telegraph,2022-10-04,"Benefits will rise with inflation not wages, hints Kwasi Kwarteng",0.13001075387001038,0.17256273329257965,0.042551979422569275,0.7848852872848511
Telegraph,2022-10-04,Tories' inner circle turns on Truss over ‘benefits cut’,-0.7840869426727295,0.06926784664392471,0.8533547520637512,0.0773773193359375
Telegraph,2022-10-04,‘Let’s see where the debate goes’: Tory chairman hints he’s open to changing policy on benefits,0.04306776076555252,0.06819825619459152,0.0251304991543293,0.9066711664199829
Telegraph,2022-10-04,Greggs raises price of sausage rolls for second time this year,0.13687919080257416,0.17163829505443573,0.034759100526571274,0.7936025857925415
Telegraph,2022-10-03,Liz Truss takes on Tory rebels in battle to rein in benefits,0.3938426375389099,0.6384461522102356,0.2446034997701645,0.11695036292076111
Telegraph,2022-10-03,Energy bills freeze will deny pensioners record state pension boost,0.25374746322631836,0.39844802021980286,0.1447005420923233,0.45685142278671265
Telegraph,2022-10-02,"It will spark strikes and protests, but public sector pay has to fall",0.018764466047286987,0.373932808637619,0.35516834259033203,0.27089887857437134
Telegraph,2022-10-01,Eurozone at risk of financial meltdown as market chaos spreads,0.14877980947494507,0.172585591673851,0.023805785924196243,0.8036085963249207
Telegraph,2022-09-30,Trussonomics is already slaying the demons of stagflation. We need more of it,-0.03953481465578079,0.01640056073665619,0.05593537539243698,0.927664041519165
Telegraph,2022-09-29,"What Liz can do now: stick to tax cuts, row back on energy bailouts and adjust inflation targets",0.5724091529846191,0.6388064026832581,0.06639723479747772,0.2947963774204254
Telegraph,2022-09-28,"Come November, Kwarteng must explain exactly how this package will be funded",0.004420377779752016,0.05252774804830551,0.04810737073421478,0.8993648290634155
Telegraph,2022-09-26,The Bank needs to act fast to regain its credibility,-0.010741807520389557,0.03485357388854027,0.045595381408929825,0.9195510149002075
Telegraph,2022-09-25,Bank of England inflates fees for City clearing houses,0.009638032875955105,0.036273401230573654,0.026635369285941124,0.9370911717414856
Telegraph,2022-09-23,Eurostar future in doubt as inflation soars and losses climb,-0.013971060514450073,0.13782629370689392,0.151797354221344,0.7103763222694397
Telegraph,2022-09-23,Borrowing costs surge as Bank of England forges ahead with bond sale,0.06073668599128723,0.09175525605678558,0.0310185719281435,0.8772261738777161
Telegraph,2022-09-22,Kwarteng warns Bank of England to get grip on inflation,0.0240207277238369,0.05806665122509003,0.03404592350125313,0.9078873991966248
Telegraph,2022-09-22,"Overzealous central banks are making another horrible mistake, so batten down the hatches",-0.008134432137012482,0.07592987269163132,0.0840643048286438,0.8400058746337891
Telegraph,2022-09-22,One in five to be charged higher income tax rate by 2025,0.013700397685170174,0.029159240424633026,0.015458842739462852,0.9553819298744202
Telegraph,2022-09-22,The ‘invisible’ £7bn tax costing households twice as much as inheritance tax,-0.22403676807880402,0.1914989948272705,0.41553574800491333,0.3929651975631714
Telegraph,2022-09-21,Students need to find an extra £439 a month to cope with rising costs,0.3633716106414795,0.5117441415786743,0.14837251603603363,0.33988332748413086
Telegraph,2022-09-21,Record triple lock boost to drag half a million pensioners into tax trap,-0.12578198313713074,0.4212000072002411,0.5469819903373718,0.031818002462387085
Telegraph,2022-09-18,Why inflation-proofing your pension will never pay off,0.34107640385627747,0.46818074584007263,0.12710434198379517,0.4047149419784546
Telegraph,2022-09-16,"How ‘flawed’ inflation made pensioners £7,000 better off every year",-0.2698412239551544,0.03059346042573452,0.3004346489906311,0.668971836566925
Telegraph,2022-09-15,"The little-known rule stinging millions of pensioners for £25,000",-0.3600757122039795,0.10353617370128632,0.4636118710041046,0.4328519403934479
Telegraph,2022-09-14,State pension in line for peak inflation triple lock increase,-0.14547547698020935,0.04960985854268074,0.1950853168964386,0.7553048133850098
Telegraph,2022-09-14,Inflation eases for first time in a year as fuel prices fall,0.09400225430727005,0.159902423620224,0.06590016931295395,0.7741974592208862
Telegraph,2022-09-14,Inflation falls to 9.9pc – yet savers will still lose £823 this year,-0.03232716768980026,0.0168546624481678,0.049181826412677765,0.9339634776115417
Telegraph,2022-09-14,Property prices risk falling as inflation batters household finances,0.013768719509243965,0.02294408529996872,0.009175365790724754,0.9678805470466614
Telegraph,2022-09-13,Pound and stocks plummet as US inflation raises recession fears,-0.0050587039440870285,0.017631864175200462,0.02269056811928749,0.9596775770187378
Telegraph,2022-09-13,Diversify your defences against inflation with this well run property company,0.2751579284667969,0.5815353393554688,0.3063774108886719,0.11208721995353699
Telegraph,2022-09-12,German recession looms as Putin ‘wreaks havoc’ on economy,0.3371380567550659,0.5131624937057495,0.1760244369506836,0.3108130395412445
Telegraph,2022-09-11,"NHS day-to-day budget faces £20bn inflation blackhole, Truss warned",0.05144768953323364,0.09623975306749344,0.044792063534259796,0.858968198299408
Telegraph,2022-09-11,Six reasons why boomers have it better than millennials,-0.014091208577156067,0.03304031491279602,0.04713152348995209,0.9198281168937683
Telegraph,2022-09-08,"We got inflation forecasts wrong, admits ECB after record interest rate rise",0.007308050990104675,0.028644176200032234,0.02133612520992756,0.9500196576118469
Telegraph,2022-09-08,Truss’s plans to borrow big may save Britain from disaster,0.5599745512008667,0.6569489240646362,0.0969744399189949,0.2460765689611435
Telegraph,2022-09-07,Loo rolls get shorter and much more expensive as energy prices hit paper mills,-0.3472526967525482,0.04809963330626488,0.3953523337841034,0.556547999382019
Telegraph,2022-09-06,An intergenerational wealth divide is being driven by flawed statistics,0.38140591979026794,0.5005220174789429,0.11911610513925552,0.3803618550300598
Telegraph,2022-09-06,Families hit by back to school inflation as sticky notes double in price,0.00794517807662487,0.0216466523706913,0.01370147429406643,0.964651882648468
Telegraph,2022-09-06,Liz Truss under pressure to drop ‘unaffordable’ triple lock,0.019847562536597252,0.03050948493182659,0.010661923326551914,0.9588285684585571
Telegraph,2022-09-05,"I’d have to charge £100 for a steak to cover my energy bills, says Gaucho chief",0.015810513868927956,0.0384550578892231,0.022644544020295143,0.9389004707336426
Telegraph,2022-09-05,"Money Makeover: ‘I’m 79, can I live off £200,000?’",0.17012172937393188,0.20044837892055511,0.03032665327191353,0.7692249417304993
Telegraph,2022-09-04,ECB poised to announce largest rate rise in history of eurozone,0.7073569297790527,0.7988720536231995,0.09151510894298553,0.1096128299832344
Telegraph,2022-09-04,Retirees taking a fifth more from their pensions as inflation bites,0.8491094708442688,0.8914197087287903,0.04231024160981178,0.06627007573843002
Telegraph,2022-09-03,"Far from being an exact science, measuring inflation is a political tool",0.6419939994812012,0.7157065868377686,0.07371257245540619,0.21058084070682526
Telegraph,2022-09-02,Complacent central banks have trashed confidence in the global system,0.1279129981994629,0.17070306837558746,0.04279007017612457,0.7865068912506104
Telegraph,2022-09-02,‘We fund social projects – but still protect investors from inflation’,0.04629809036850929,0.06111988052725792,0.01482179295271635,0.9240583181381226
Telegraph,2022-09-02,Mysterious sharp rise in top degrees sparks fears of university grade inflation,-0.07659473270177841,0.06243932619690895,0.13903404772281647,0.7985265851020813
Telegraph,2022-09-02,Ten million pensioners in for 10pc pension hit after court ruling,0.5817796587944031,0.7847902178764343,0.2030106484889984,0.012199075892567635
Telegraph,2022-09-02,Inflation is going to be very painful – but there’s one saving grace for investors,0.7366736531257629,0.8520101308822632,0.11533648520708084,0.032653387635946274
Telegraph,2022-09-01,Earnings to collapse to 2003 levels as inflation batters living standards,0.0124848997220397,0.02781594544649124,0.015331045724451542,0.9568530321121216
Telegraph,2022-08-31,World Cup sticker book could cost you more than a ticket to the final,-0.010469241999089718,0.01262443233281374,0.023093674331903458,0.9642818570137024
Telegraph,2022-08-31,German factories shut down as energy costs spiral out of control,-0.7737290263175964,0.09931265562772751,0.8730416893959045,0.02764563076198101
Telegraph,2022-08-31,"ONS inflation ruling to cost households millions in higher fares, phone and broadband contracts",0.03545089066028595,0.0467972457408905,0.011346354149281979,0.9418563842773438
Telegraph,2022-08-30,"Pound sinks to two-year low as 'deep, dark recession' looms",0.03257175534963608,0.06431039422750473,0.03173863887786865,0.9039509892463684
Telegraph,2022-08-30,German inflation hits highest level in almost 50 years,0.013311249203979969,0.025735583156347275,0.01242433488368988,0.961840033531189
Telegraph,2022-08-30,Civil servants are 'terrified of being deployed to London because they can't afford rents',0.24846477806568146,0.3515724539756775,0.10310767590999603,0.5453198552131653
Telegraph,2022-08-30,Cost of a three-course dinner to soar to £85 by 2025,0.4375055730342865,0.4736787676811218,0.036173202097415924,0.4901480972766876
Telegraph,2022-08-29,Inflation should not be an excuse for the return of rip-off Britain,0.050810739398002625,0.06675322353839874,0.015942486003041267,0.917304277420044
Telegraph,2022-08-29,Revealed: £1m plan to save grass-roots men's rugby,0.3515964448451996,0.4016517102718353,0.05005527287721634,0.5482929944992065
Telegraph,2022-08-28,Taxpayers face £5bn inflation bill for topping up gold-plated civil service pensions,0.7317705750465393,0.7766640186309814,0.04489344358444214,0.17844252288341522
Telegraph,2022-08-28,It’s dangerous to scapegoat the Bank of England’s inflation target – tamper at your peril,-0.21559114754199982,0.18325668573379517,0.3988478183746338,0.41789546608924866
Telegraph,2022-08-27,"Private pensions face £25,000 lifetime hit from surging inflation",0.11434301733970642,0.1603916436433792,0.04604863002896309,0.793559730052948
Telegraph,2022-08-27,New parents stung by inflation-busting nappy prices,0.010407757014036179,0.06719189882278442,0.056784141808748245,0.8760240077972412
Telegraph,2022-08-27,Patrick Minford: ‘Liz Truss is the nearest thing we’ve got to Margaret Thatcher’,0.16185399889945984,0.18077552318572998,0.01892152987420559,0.8003029227256775
Telegraph,2022-08-26,Jerome Powell urges central banks to ‘forcefully’ raise interest rates in battle against inflation,0.03459648787975311,0.043814703822135925,0.009218218736350536,0.9469670057296753
Telegraph,2022-08-26,How to protect your money as energy bills and inflation soar,-0.021962815895676613,0.055662356317043304,0.07762517035007477,0.8667124509811401
Telegraph,2022-08-26,Biggest stories of the week: 'Grade inflation is creating a false dawn for students',0.01098695956170559,0.01953219622373581,0.008545237593352795,0.9719225168228149
Telegraph,2022-08-25,GCSE results day 2022: Grades remain close to pandemic high,0.6672154664993286,0.7522597312927246,0.08504427224397659,0.1626959890127182
Telegraph,2022-08-25,Planet Normal: The NHS and economy are in crisis. Anyone seen the Government?,0.003004956990480423,0.06200549751520157,0.059000540524721146,0.8789939880371094
Telegraph,2022-08-24,"Pensioners to be £800 worse off next year even after £1,000 pay rise",0.09359156340360641,0.12489284574985504,0.031301286071538925,0.8438058495521545
Telegraph,2022-08-23,"By failing to tame inflation, the Bank of England is complicit in today’s wave of strike action",0.48608899116516113,0.5756624937057495,0.08957349509000778,0.3347640633583069
Telegraph,2022-08-23,Inflation may have peaked – investors need to change which stocks they own,0.5042687058448792,0.5489687919616699,0.04470006749033928,0.4063311517238617
Telegraph,2022-08-22,Monday evening UK news briefing: UK inflation to almost double,0.015867728739976883,0.024802925065159798,0.00893519539386034,0.9662618637084961
Telegraph,2022-08-22,Telegraph readers feel the impact of inflation at the supermarket checkout,0.6770350337028503,0.8274827599525452,0.15044772624969482,0.022069541737437248
Telegraph,2022-08-22,"UK inflation to almost double to 18.6pc, economists warn",0.22479626536369324,0.33533525466918945,0.11053899675607681,0.5541257858276367
Telegraph,2022-08-22,"Money Makeover: ‘We’ve downsized – but how do we invest our spare £250,000?’",0.056828711181879044,0.1199098452925682,0.06308113783597946,0.8170089721679688
Telegraph,2022-08-22,Top GCSE grades tipped for record fall,-0.685563862323761,0.04623660072684288,0.7318004369735718,0.22196298837661743
Telegraph,2022-08-21,"Liz Truss ‘gambling’ with the economy, says Margaret Thatcher’s former policy chief",0.26985564827919006,0.2997256815433502,0.029870029538869858,0.670404314994812
Telegraph,2022-08-21,This is not a full-blown economic crisis (not yet anyway),0.07976333796977997,0.10351324826478958,0.02374991960823536,0.8727367520332336
